fecha;cod_prov;provincia;casos_nuevos;casos_acum;incidencia;positividad;recuperados;defun_nuevos;defun_acum;procesadas
30/3/2020;19;Hermanas Mirabal;1;11;;;;0;0;
30/3/2020;10;Independencia;0;1;;;;0;0;
30/3/2020;11;La Altagracia;0;29;;;;0;0;
30/3/2020;12;La Romana;0;21;;;;0;0;
30/3/2020;13;La Vega;17;65;;;;1;2;
30/3/2020;14;María Trinidad Sánchez;2;6;;;;1;1;
30/3/2020;28;Monseñor Nouel;8;19;;;;0;1;
30/3/2020;15;Monte Cristi;0;1;;;;0;0;
30/3/2020;29;Monte Plata;0;1;;;;0;0;
30/3/2020;16;Pedernales;0;1;;;;0;0;
30/3/2020;17;Peravia;0;4;;;;0;0;
30/3/2020;18;Puerto Plata;12;28;;;;0;0;
30/3/2020;20;Samaná;3;12;;;;0;1;
30/3/2020;21;San Cristóbal;4;13;;;;1;1;
30/3/2020;31;San José de Ocoa;0;0;;;;0;0;
30/3/2020;22;San Juan;0;5;;;;1;2;
30/3/2020;23;San Pedro de Macorís;1;18;;;;1;3;
30/3/2020;24;Sánchez Ramírez;1;10;;;;0;2;
30/3/2020;25;Santiago;25;122;;;;0;2;
30/3/2020;26;Santiago Rodríguez;0;2;;;;0;0;
30/3/2020;32;Santo Domingo;39;145;;;;0;5;
30/3/2020;27;Valverde;2;4;;;;0;0;
31/3/2020;2;Azua;0;7;;;;0;0;
31/3/2020;3;Baoruco;0;0;;;;0;0;
31/3/2020;4;Barahona;4;7;;;;0;0;
31/3/2020;5;Dajabón;1;1;;;;0;0;
31/3/2020;1;Distrito Nacional;58;520;;;;2;11;
31/3/2020;6;Duarte;7;101;;;;1;23;
31/3/2020;8;El Seibo;1;1;;;;1;1;
31/3/2020;7;Elías Piña;0;0;;;;0;0;
31/3/2020;9;Espaillat;6;28;;;;0;0;
31/3/2020;30;Hato Mayor;0;3;;;;0;0;
31/3/2020;19;Hermanas Mirabal;4;15;;;;0;0;
31/3/2020;10;Independencia;0;1;;;;0;0;
31/3/2020;11;La Altagracia;3;32;;;;0;0;
31/3/2020;12;La Romana;3;24;;;;0;0;
31/3/2020;13;La Vega;19;84;;;;0;2;
31/3/2020;14;María Trinidad Sánchez;0;6;;;;0;1;
31/3/2020;28;Monseñor Nouel;8;27;;;;0;1;
31/3/2020;15;Monte Cristi;1;2;;;;0;0;
31/3/2020;29;Monte Plata;1;2;;;;1;1;
31/3/2020;16;Pedernales;0;1;;;;0;0;
31/3/2020;17;Peravia;0;4;;;;0;0;
31/3/2020;18;Puerto Plata;0;28;;;;0;0;
31/3/2020;20;Samaná;1;13;;;;0;1;
31/3/2020;21;San Cristóbal;8;21;;;;0;1;
31/3/2020;31;San José de Ocoa;0;0;;;;0;0;
31/3/2020;22;San Juan;2;7;;;;0;2;
31/3/2020;23;San Pedro de Macorís;2;20;;;;0;3;
31/3/2020;24;Sánchez Ramírez;3;13;;;;0;2;
31/3/2020;25;Santiago;16;138;;;;0;2;
31/3/2020;26;Santiago Rodríguez;0;2;;;;0;0;
31/3/2020;32;Santo Domingo;23;168;;;;1;6;
31/3/2020;27;Valverde;4;8;;;;0;0;
1/4/2020;2;Azua;0;7;;;;0;0;
1/4/2020;3;Baoruco;0;0;;;;0;0;
1/4/2020;4;Barahona;4;11;;;;0;0;
1/4/2020;5;Dajabón;0;1;;;;0;0;
1/4/2020;1;Distrito Nacional;15;535;;;;0;11;
1/4/2020;6;Duarte;9;110;;;;1;24;
